,filt_42,filt_152
mbl,0.0,0.020893433027797274
Gou,0.0007739625871181488,0.001249774533789605
tsn,0.007119201526908976,0.004153974604134153
md«,0.0,0.0
öke,0.0,0.0
hrv,0.0,0.0
ühe,0.022286480566659987,0.004798457475772011
xys,0.0,0.0
w b,0.0,0.0
"bc,",0.0021171770058572292,0.0005495930090546608
 70,0.004980112425982952,0.0016511871945112944
h v,0.011152005965192297,0.0037078342589674314
Ja?,0.0011938279494643211,0.0003279648663010448
732,0.008233370569845041,0.0
a –,0.024536864410038106,0.009125978183874395
rl«,0.0,0.0
chs,0.008822770813534673,0.0035261746587181143
önh,0.021129775566278375,0.002545131998055655
olz,0.02127103480436888,0.004134331851903545
Gei,0.01053224492776298,0.0033952916925622323
ukn,0.05262707986614921,0.011654631996696646
e .,0.0,0.24633817374706268
d Ü,0.0006398113289227088,7.327981293201447e-05
 K:,0.0,0.0
igi,0.021204362384342226,0.006576967362549071
dro,0.030760383920948854,0.006945393845458461
t Ü,0.018554444137076975,0.00010959583927284588
f!‹,0.0,0.030665905214846134
»Nä,0.014043647263731276,0.08531555799501282
rku,0.0082398069161206,0.018577287205204622
bkö,0.0,0.0
rop,0.019575868862749618,0.01812752058022781
! ',0.03335989639163017,0.0
Rue,0.0023311044399936995,0.0
-Er,0.0,0.014364713182051977
t é,0.0,0.0
cyd,0.0,0.0
Flu,0.016620145207185275,0.002742450870002157
hse,0.013753092595185229,0.005276511681563391
Iß ,0.0,0.0
nk!,0.0029145215891978955,0.006407490508122878
. M,0.0025829978230257774,0.06187147968550464
 Pr,0.01405032773687041,0.22090944644223712
Ala,0.004077354818582535,0.0
rok,0.024280925848401122,0.008302702759993412
bhö,0.0,0.0
l (,3.0943378078518435e-05,0.0018299103248864412
ug',0.0,0.0
»zw,0.0074351920178742145,0.0
fel,0.02098846518567924,0.010940880793421693
at.,0.0054878772416521076,0.01554153026641733
uva,0.0,0.0
st:,0.00112240433530963,0.004001151563463044
nam,0.05333717766417456,0.006446028012405371
"lg,",0.02069651149213314,0.0
"
In",0.0,0.0
n F,0.016918472009001477,0.014858454981194785
lel,0.003559863567352295,0.0
oß«,0.0,0.0
xqu,0.0,0.0
an:,0.0033701005935048065,0.014120890625885554
Hül,0.0173080259330899,0.006407133970681703
! S,0.008766182082977405,0.005197826505515396
wüs,0.0240740642433853,0.011604196217376739
lto,0.0,0.0
Car,0.015312808964933668,0.014124405171189989
Siz,0.00971155697152426,0.06392706246004395
oßh,0.0359024564085972,0.0013463370115408357
Bin,0.01688481410275455,0.01628527721321141
 Er,0.013142829098869248,0.040980130406902716
4 t,0.0,0.0
›do,0.08556034167607625,0.0
b? ,0.0,0.0
ppe,0.02408159125108404,0.04149346762630986
d S,0.014083968398260111,0.0035153595673372787
foh,0.04650871821892603,0.00022066556266508996
De ,0.023959414288401603,0.00037541687488555907
 00,0.011055737808217399,0.002977462323744678
mds,0.0006321377974624435,0.0014183752549191315
Hat,0.009324863894532125,0.014377882716103664
So ,0.003739971397832657,0.02174046052499315
-Fe,0.0,0.0
lzp,0.0,0.0
eb ,0.01782813732367531,0.007645283481901275
nad,0.02653470726883305,0.0008761454614776605
mne,0.04424758747987011,0.002924125043072683
irf,0.01820410320457692,0.07357835568351827
isp,0.01442220077261887,0.00867156355525367
fjä,0.02842972129583359,0.0
cen,0.005353035835772364,0.0018225675836826365
H..,0.0,0.3041214346885681
! Ü,0.002302040449447102,0.0
üse,7.276290691354209e-05,0.0037927553057670593
x P,0.0,0.0
 Io,0.027710556983947754,0.0
eif,0.016207075502262958,0.01700389830603207
b t,0.023238211042351194,0.00337438326742914
äbn,0.013338006143881516,0.0012890975357908192
uqu,0.05370384435324619,0.0
 op,0.03795395869957773,0.0
iav,0.0,0.0
ypu,0.0,0.0
Mic,0.021072286813120757,0.0001712451589160732
Naz,0.0,0.07338472455739975
pne,0.0009426592538754145,0.06358051610489686
"), ",0.04161894170416368,0.00482307088787894
nd;,0.009101763088278337,0.0011223778750690569
lra,0.017457282301038504,0.0023723771795630456
ähm,0.05261023077847702,0.009869707482201713
A–o,0.0,0.009933574125170708
-bi,0.0004958039615303278,0.0
›Kl,0.0,0.0
rbo,0.018550565829573824,0.0076898283074064286
fos,0.026186984410742298,0.0
u?!,0.0,0.00036996789276599884
pön,0.0007074305322021246,0.013567829132080078
tve,0.0065457349410280585,0.002284003423969492
Oh ,0.028724852949380875,0.0
 VI,0.0,0.0
»Hi,0.01405513434057117,0.010338126955663456
or«,0.11132711246609688,0.0
nob,0.0026268082670867442,0.042662094533443454
zwe,0.013809098496029133,0.0210852608426171
or!,0.015138595304737816,0.008187935912262714
ßla,0.006204090746385711,0.0
Hm!,0.000980428943876177,0.0007063063967507333
zze,0.0006231119390577078,0.015855448530055584
 Oc,0.0,0.0014768029795959592
pav,0.0,0.0
a' ,0.0,0.012971604863802591
hyt,0.015767083926634354,0.0
nfu,0.01761264803920042,0.00606227049453033
Wom,0.0,0.0
ext,0.012623700088754828,0.00380103532890124
sal,0.016880779295292102,0.005759440031366295
täl,0.03506567831694459,0.001913809908122251
ikm,0.005471304317729341,0.00020069248663882414
mpo,0.032735870716030874,0.010389110590543586
thu,0.014971288725500926,0.0035534933768212795
"ac,",0.0,0.0
l'h,0.0,0.0
nüs,0.004963752220977436,0.0005291862921281295
r-L,0.0018601754680275917,0.0
agd,0.018542584341592103,0.0029119307978310214
. w,0.030602862338789484,0.14902377196333624
bfr,0.0010625451792624187,0.0
.s.,0.004710318986326456,0.37314536795020103
? M,0.0048979653494076476,0.005675760128617506
Guc,0.009867268858388775,0.014703771919899043
zza,0.0,0.028830623363747317
zbo,0.0,0.0
I f,0.0,0.0269546036918958
? v,0.00846250751055777,0.009211800032062456
Kae,0.0,0.0057394976417223615
– R,0.009502053260803223,0.007192020969731467
t b,0.011010528251864273,0.0031751388843296808
Oui,0.0,0.0
 ba,0.03002879982197342,0.003602376407582766
. Q,0.0,0.008473860332742333
ulö,0.0,0.0
r m,0.025486409404479958,0.009960890946942323
 Op,0.01670266450074611,0.04034581536646275
Akt,0.04396021630310891,0.008988010005702322
lac,0.011929561272538695,0.005163082162016246
chn,0.012241771137904152,0.003648737692549006
Inv,0.003797658175850908,0.0008614766605508825
n v,0.01846461541828649,0.015398136757208464
lf;,0.009457413107156754,0.0
näu,0.018279361228148144,0.0057539306581020355
pur,0.012362640614889602,0.050690143095815314
iak,0.0,0.0
e 5,0.0,0.0
"on,",0.077743523488221,0.003623328256642392
räh,0.01506326450034976,0.005462000519037247
gou,0.035437608137726784,0.00168563739862293
meg,0.0,0.0
etn,0.0,0.0
rir,0.014793654642384147,0.07053174133816699
14.,0.0008043487711499134,0.07839933371481796
Tet,0.0,0.0
 vi,0.027226241566973532,0.00718883465894592
th.,0.002376499174473186,0.005338343977928162
? w,0.00268967816538072,0.010857823553038234
n.–,0.0,0.13388923406600953
Lop,0.0,0.0
cco,0.0,0.0
of ,0.014673341897108541,0.0019703107557683336
rno,0.03084868568158339,0.0019827213347150337
tch,0.01364140385333952,0.0014872853417654296
o v,0.04187008197820829,0.007062422764600995
eh',0.038901370606924356,0.004598587065150863
l!),0.0,0.0
l.«,0.0005210582708376785,0.03620246992728045
Las,0.009522249690513601,0.022118226569985376
ask,0.03336305244426642,0.011600790027414962
gfi,0.0,0.0
Exf,0.0,0.002625678665935993
um!,0.0004624650865825343,0.023837722757638527
t) ,0.00658874014126403,0.0
ote,0.028757175218290545,0.005453008623606606
hak,0.008380498163975202,0.00033020589930506854
Cou,0.01989839629580577,0.03729019959767659
kug,0.0,0.0
"xe,",0.08818648755550385,0.0
aue,0.018186615385314527,0.012743641992107174
;–s,0.001714221015572548,0.0036562979221343994
-ri,0.0,0.0
hti,0.00672346866463564,0.004137780551340916
mög,0.012580181101943203,0.008245032011117372
ieb,0.025227515489307118,0.00657173521035271
müs,0.019329204813923303,0.014788117140365795
: D,0.013962628973372788,0.00022417666200040415
agw,0.022160637086596,0.0
hnü,0.01756918142465028,0.0001095111630010334
–‹«,0.0,0.0
", S",0.07227813082368613,0.006336382941757076
ß E,0.0737920231407597,0.004174020052665756
Eta,0.01212524895423225,0.0
zen,0.01712174729036532,0.08657758304135856
Jem,0.0,0.005681733911236127
dsc,0.01055771960097142,0.0016631811025339023
tlo,0.02145676550390746,0.0058732059716369335
fpa,0.005617199160042219,0.028694863023702055
n.«,0.002836245796256667,0.06695455015156067
abj,0.0,0.0
tud,0.014696929155474651,0.0077928419639950635
rrl,0.006316014574806922,0.0052494475018212815
* V,0.020133059471845627,0.010076800361275673
ß P,0.10491926884768825,0.006082439893170407
äth,0.0005167677998542785,0.0
nin,0.020802892210053256,0.00839423737567346
urk,0.01118916199591599,0.0
 »s,0.02728013512792951,0.0033354027498299714
Nüa,0.0,0.0
uré,0.03854651004076004,3.45911830663681e-05
›di,0.0,0.0
Leg,0.022670938847692345,0.004841072146188129
r!‹,0.014878306537866592,0.0
gei,0.005357149631738291,0.012201189806756493
 ed,0.026634797426916466,0.013289482390973717
hka,0.010428712354041636,0.0018263781967107207
 tê,0.029896564781665802,0.0
äßt,0.024177857744866117,0.002050510297035048
z f,0.012890930953047549,0.08688920010989976
Hoa,0.044718368576414994,0.0003442801869918708
i! ,0.011160253296839073,0.004822542305503573
d z,0.012122812757270764,0.00589308096781032
»da,0.05266495381369437,0.004476500016632459
ebe,0.02027809487092319,0.0074194362719008046
utm,0.011798192364856219,0.0037942647408598508
r-K,0.024213256314396858,0.0
gsd,0.01700474543031305,0.0
örg,0.04561670124530792,0.0
zut,0.012126875527547267,0.022457640567808818
slä,0.008996545196031078,0.0006566972076667078
"er,",0.09131212883830565,0.005031400257563669
lol,0.002357320006315907,0.0011141733266413212
u?‹,0.001645251177251339,0.0032757273875176907
kla,0.01613048144432567,0.004379931152757046
ät«,0.0,0.0005044870194979012
v g,0.02261449686355061,0.0
mef,0.0,0.0
hül,0.01786583628366797,0.004318609987454051
nie,0.03064675014765799,0.02185122644729386
ht?,0.002525262365816161,0.0022546330156425634
mag,0.01903649835095021,0.009610396693460643
am:,0.0003964533486093084,0.0
al?,0.0,0.0
ßso,0.0011577956029213965,0.0
mei,0.02076356034768969,0.009785562808332328
›we,0.0,0.0
n T,0.02342208342620707,0.008146119597074652
um;,0.0019458568588431393,0.0015137771344078438
wäs,0.009984740056097507,0.0
dho,0.0,0.0
Du ,0.008291632309583992,0.006759902866010984
pöt,0.02740791785929884,0.0033084245930824962
d: ,0.01598237684738706,0.0016831944836667389
l-V,0.00023240386508405209,0.09010070562362671
›No,0.0,0.07729299863179524
r j,0.021399139787183944,0.00549320330193318
ag ,0.010473263219315866,0.006349270154391612
rra,0.02130476434468723,0.02563656493060746
obd,0.0008648894727230072,0.0
hum,0.0,0.0
lüg,0.014731496846540513,0.0037808283555955174
r E,0.02023299313815647,0.011438936587600024
m t,0.02764754211651717,0.011171994108138536
män,0.014430782230655578,0.008797129772772843
. –,0.005151289784546179,0.05373589775346181
däp,0.04451512843370438,0.0
Pat,0.02460431704275834,0.022886517603183165
»ih,0.011419667130602258,0.0010277163902563708
 Ob,0.01956538197126157,0.007093914079662601
Pfr,0.001525335692955802,0.04231539513501856
– f,0.004042083117663144,0.0005452703111446821
ole,0.02755214715038269,0.008547345448453975
"p, ",0.044995433872654325,0.0034707515095804063
kad,0.004919089749455452,0.007998912036418915
Ion,0.031067687273025512,0.0
Ank,0.014726780105351505,0.003220711967091344
eh-,0.0009143540519289672,0.0
hia,0.00170386154204607,0.0
ulc,0.0027971601812168956,0.0
muf,0.0,0.0
"g',",0.07135632972825658,0.0
ob ,0.03680729964220324,0.001443796297059818
"ez,",0.06312041729688644,0.0
i W,0.013238017180134566,0.010199491603252215
rbk,0.005628019571304321,0.03442924842238426
nod,0.03572177727667925,0.0
Wus,0.025718564965895245,0.0
bis,0.025216665048411906,0.002659959856037797
p r,0.0,0.0
on:,0.0006689869544722817,0.0016440027816729112
päp,0.0,0.0
; –,0.008465150075533747,0.006552688296318329
r A,0.021255435953107592,0.014114050827047978
"oß,",0.07682013192610575,0.0033291933202893027
 »ö,0.0,0.0
ent,0.018216126712051455,0.007502269567339306
iie,0.006483986135572195,0.012507996894419194
ga!,0.0004430130065884441,0.00794465932995081
how,0.0012707975693047047,0.0
› u,0.0,0.004801958799362183
fül,0.025980259004230222,0.00690641471440273
ck ,0.00510245839737047,0.00359502581673845
itb,0.007620379353770553,0.017531709359054518
zof,0.12949753484942697,0.0
bot,0.025192176774523924,0.00916013276057547
eut,0.01801031112505699,0.00499882911522268
nmo,0.0014064772597824533,0.0029820208437740803
tsf,0.018505228673229398,0.003109539858996868
oax,0.015473704785108566,0.0
Ret,0.016863555402548615,0.004900172092609601
sma,0.014976768460521045,0.009610173194791564
Es ,0.003018014644905447,0.05947201157921401
euj,0.0,0.0
 »K,0.02067107671115526,0.010366031003383678
hnr,0.002145625650882721,0.0
puk,0.002020203270553288,0.001184827389402522
iht,0.015764524659254785,0.0032302423188053635
e' ,0.0,0.0
elg,0.01611225444696397,0.0018607537720675524
g'k,0.023511329665780067,0.0
ksr,0.0,0.0
iso,0.017085047117520676,0.022687788114934746
un«,0.024960585311055182,0.02113025840371847
 At,0.019635338299117056,0.005359449541046215
uß ,0.009009201448119494,0.005164404940585836
– k,0.0064061951981035665,0.003949255629884326
lhe,0.024517762017150977,0.004479756041804566
kfa,0.0002149983553127164,0.01785387812803189
"au,",0.05898109168664961,0.00267080865415529
klö,0.0,0.0
 äs,0.0005473681039323932,8.734895872246278e-05
lo-,0.006155024593075116,0.0
bbe,0.014073309419726747,0.004955407903464728
»Bi,0.015509897987257042,0.015793862388185833
Sap,0.030686456710100174,0.0550265833735466
elo,0.038017675215672786,0.006502252259430872
äbt,0.008863395328323047,4.562675894703716e-05
»Pr,0.0008420658164790698,0.044187715010983605
gl.,0.0,0.0
dki,0.010999774932861328,0.0
ßt',0.01364316325634718,0.0
kni,0.043796104489592834,0.006345628612916698
"n, ",0.05728024863356521,0.005803907200937972
let,0.013307106426799865,0.006887001797411064
»be,0.04960055567324161,0.002772749364376068
eak,0.011006822111085057,0.0003143617941532284
« R,0.0,0.03312736323901585
epr,0.01920860615685921,0.03595780445982448
Beu,0.01933912649512925,0.002991352918894684
diz,0.004066161961028618,0.09784717602555507
imo,0.009124179370701313,0.04449900891631842
200,0.0006031444761902093,0.0
tar,0.02988500182301824,0.017689977548177395
st«,0.04944386587012559,0.0009885534178465604
(wä,0.0,0.0
Ilm,0.012921532887121848,0.003506888701107444
»Vi,0.0031474981008580436,0.04001263009936169
g'f,0.0,0.0
 ku,0.018092664339734076,0.013296018544153328
fam,0.01341334218159318,0.02016506964961688
Bra,0.023270679321753526,0.005409932485322712
Hüt,0.006349711213260889,0.0001936073780858091
gfe,0.00649878027190159,0.019390572964145644
en!,0.00617181893755831,0.01190902038570783
zo ,0.011195987152556578,0.003181601352740212
pot,0.0277498270519764,0.00019335282329273852
gee,0.030016456648488257,0.0013354062102735043
uda,0.01326831607994708,5.782944340766831e-05
84 ,0.02731771394610405,0.0
 Ep,0.011939789036246524,0.0005543443628332832
wai,0.029993504111189395,0.01405660668388009
rfv,0.0,0.0
. v,0.0037913506967015564,0.18962125689722598
Glo,0.01679598599044114,0.0031274234489449917
O w,0.004929463770663874,0.01776560442522168
›Fa,0.0,0.0
 »r,0.0,0.0
lst,0.01728695376466873,0.003881704449754796
›Zu,0.0,0.0
öst,0.016689519591539068,0.007992336721099867
utg,0.007581963912462411,0.018465622611667797
unö,0.0,0.0
t«;,0.0,0.0
dav,0.026547491455340858,0.0034900602359204417
lon,0.018894755308697074,0.0038195278665577796
r (,0.0025438905072708924,0.017459828806264947
vbe,0.002132889349013567,0.0
e L,0.022307256710738226,0.006176366021382501
Kuß,0.04220245452597737,0.00022461506305262446
bko,0.017872407872761998,0.0004940622935204633
rjä,0.002541491761803627,0.00017063417908502743
! G,0.001940151607229268,0.005328987151727915
x i,0.013338975608348846,7.296404718155307e-05
htw,0.013127917874484293,0.00035127799116796063
8 u,0.0,0.0
"pt,",0.014954616743394851,0.000598003087496316
eio,0.057479954604059455,0.0
eßm,0.0006221559742698446,0.023925980553030968
n!',0.023521372675895692,0.0
t Ä,0.005036274436861277,0.0033557557811339698
ssi,0.011918310728930747,0.02371298781662677
Hüb,0.0,0.04222715087234974
zme,0.0,0.0
ißi,0.006709675608469886,0.01023749480062928
. Ü,0.00310568413629696,0.029988029136565394
»Sa,0.006287367308686953,0.03720175077129776
Les,0.010554642523250854,0.01848682580679278
t y,0.0,0.0
d's,0.006940847346413648,0.0003130671490604679
itp,0.007617254462924653,0.0008376759485275086
Päd,0.019394289072164717,0.0
r w,0.021018010058322188,0.027732510627887317
zep,0.002641793224029243,0.05020418111234903
imr,0.001019711439896907,0.0
f o,0.017060044016689063,0.011018454730510711
Its,0.0,0.0
arr,0.03634735962810454,0.028119125920423017
Fri,0.03664734849353616,0.019096034179797296
rsu,0.011922398149333225,0.008185974853708002
thö,0.0,0.0012606928357854486
iv ,0.022948259064419704,0.003092223270372911
' I,0.0,0.0
gor,0.033300746423524936,0.0
Soc,0.0,0.0
m V,0.03524310288951017,0.0037848717718348864
der,0.027970617531869482,0.00931115549119237
f F,0.009323989919808116,0.08041372585631464
fic,0.0004445281811058521,0.0025001767401893935
mig,0.016610581404325274,0.0007789317809170581
hhä,0.0025619502644985913,0.010941127315163612
fkö,0.0,0.0
-In,0.045232477287451424,0.0036401815078635183
  C,0.0,0.03954833447933197
inc,0.008481763909324347,0.05100084147324749
Ölf,0.0,0.0
Bab,0.020637271421340603,0.0024530638111173175
670,0.0,0.03311698449154695
-Ha,0.011806355168422064,0.0
hyn,0.0,0.0
übl,0.017488591745495795,0.0
ofi,0.04210880286991596,0.02161975745111704
bti,0.010564018515628073,0.0007213738251042056
am.,0.001880644442702549,0.02264893843886861
Läm,0.004080536076799035,0.0
gdp,0.0,0.0
684,0.024671237915754318,0.0
ürg,0.014102595732254293,0.005608069793235222
 »B,0.013854830292984843,0.009678524988434996
not,0.0167225465925488,0.0007530277001240479
Asi,0.015233063697814941,0.0
. b,0.013290785509161651,0.05201371745206416
Nab,0.0,0.009486065804958343
Meß,0.0002488623897079378,0.015879526734352112
 9.,0.0,0.06722413003444672
O D,0.0,0.0
65 ,0.0,0.0
by ,0.0,0.0
arn,0.01586146102231644,0.019340407465034248
bin,0.015272123118714192,0.004183057271985859
Lin,0.019194583853622417,0.016318815516946226
üh;,0.0014970489428378642,0.0
n!‹,0.008330784397133226,0.0010233474292493025
yow,0.025707510610421497,0.0032222398246328035
wan,0.027143236437647527,0.0117276578275834
u  ,1.8147751688957214e-05,0.002026183996349573
eb',0.0,0.0
nzw,0.013767463247999191,0.06804862031792729
uel,0.01494249313863078,0.005195575895761088
ntp,0.014726931462064385,0.0008340457764764627
 rö,0.009712596584965165,0.0015197612655659517
 **,0.015696553763953725,0.14284120191840213
nab,0.02513991331026528,0.0033376403039736334
rbe,0.023644554971136246,0.009074347310813084
K.!,0.0,0.0
nop,0.021293589224418003,0.0
pi?,0.004684191313572228,0.0
", X",0.1212047815322876,0.011675627529621124
«: ,0.0,0.0
dur,0.01164095077431762,0.0025222858280245695
era,0.023231063138404905,0.010368559020588778
erv,0.029696966748171034,0.0066373662762097664
 g',0.02489905641414225,0.0
Gis,0.0,0.0
vel,0.04121260443935171,0.0024246329503754774
s‹!,0.006699831690639257,0.0
a-h,0.0,0.0
mo!,0.0,0.0
 G.,0.0022638108377577735,0.23552445123593013
O m,0.0,0.02893713248583178
ynp,0.0,0.0
lyr,0.0004696449808155497,0.0
gäs,0.0006889615823248667,0.0001335989176628313
m C,0.010689074458974985,0.001821929438700599
iß ,0.015891275523502068,0.012452966996885759
Zug,0.01171903738629048,0.022313659585676205
otw,0.018508484039499902,0.005387648610067364
tpf,0.02477715390903706,0.0012413623996756294
adu,0.013842186016218809,0.00435807055588395
mme,0.02421677089621099,0.01204220624013857
keh,0.03250329476542256,0.004753419361834183
Bec,0.024476700826964685,0.0017315072044240016
ft«,0.023223868970360075,5.803661770187318e-05
öwe,0.02034773795890647,0.003846737744941099
'n ,0.007957387482747436,0.0032012350857257843
ve.,0.0,0.0
uêt,0.0005975752525652448,0.00024012227853139242
"t.""",0.0,0.04156903245232322
u k,0.014225235476877878,0.013785153881653635
 »h,0.05164785728585429,0.0009399672470441679
"ht,",0.02717560695026694,0.0015458930569001235
»My,0.0,0.0
Bot,0.031242755037658897,0.0010016925822894432
Qui,0.02565933563918979,0.037830979735762986
llk,0.010150608354472622,0.0033162215515663515
 wo,0.03374486173888848,0.0068497907973414
-la,0.0022284439764916897,0.0009086394566111267
gth,0.004323642493949996,0.0
mev,0.006639847985934466,0.0010522838216274976
kup,0.0,0.020373538602143526
dei,0.014651833699421283,0.0027845040205044867
›ve,0.028399571776390076,0.0
no;,0.0,0.0
So?,0.0,0.0023073683337618907
' m,0.08755448689827552,0.0
nco,0.05669184923171997,0.02253674268722534
Abo,0.003278856326897557,9.349862543436197e-05
onf,0.014925885329850846,0.005127553419313497
 »Ö,0.0,0.0
 Pä,0.021150873601436616,0.0005954842731755759
Tän,0.057366725406609476,0.0033403360284864902
tow,0.007477903308776708,0.009657514644249413
öht,0.026581829711526204,0.006205202725071173
e o,0.02188950785228557,0.004309202115519569
m: ,0.019775955720588836,0.0005614372238619026
se-,0.05717610071102778,0.00018149430656598674
oßk,0.034538491417069134,0.0032147803272395818
nol,0.012390822172164917,0.014129042625427246
rdi,0.01994694990102488,0.007569340713730493
mbu,0.006407995965248042,0.001670668927390386
dum,0.010961068307873434,0.0018592411664147407
: g,0.011647890193853528,0.00026442637400967735
»ic,0.02363169844065851,0.0002289672615006566
ial,0.014552588927068023,0.013464870481079238
aem,0.0,0.0
wur,0.01951593107449544,0.019140080270299707
l« ,0.0,0.002283321227878332
Leu,0.02499352228503836,0.003821308734536549
bry,0.03660780191421509,0.0
(o ,0.0,0.0
z G,0.0,0.08409054279327392
o C,0.045559754595160484,0.0
ths,0.0,0.003861957371396863
duu,0.0022661701465646424,0.0
hag,0.010324847566402342,0.001041570552187466
gbl,0.0,0.0014063870767131448
vs ,0.0,0.0
e–r,0.0,0.0
é a,0.0,0.0
esp,0.014448057238834149,0.01458540094761165
ob«,0.03087538853287697,0.0016317203408107162
rf),0.0,0.0
grö,0.015627306148202316,0.00868086601728085
hsu,0.004051960066135507,0.005397796674515121
seA,0.041408687829971313,0.0
Anb,0.028523495255171838,0.007486231936127297
tit,0.013392271343036555,0.003351827743105017
? l,0.0,0.006017821944422192
 Ab,0.01182697796524661,0.013347676544057063
kt.,0.002593362028710544,0.014367164362920449
Loc,0.005106993009615942,0.0037456600238447604
mem,0.011937398949395056,0.011343385052421818
ie ,0.03735198831678671,0.009727948740847776
›Lä,0.0,0.0
! ö,0.05292071104049682,0.0
nöp,0.028195895931937477,0.003838461569764397
rde,0.026713764262345636,0.01502394924495667
Rol,0.04190163372174626,0.008255187388865017
O ü,0.0008249346283264458,0.04837345331907272
"ön,",0.02094284623550872,0.01071805486814507
Puh,0.015836970880627632,0.0
dar,0.027668109222070383,0.005365739757428793
-mi,0.002010681480169296,0.0
*Kl,0.03643746972084046,0.0
"?, ",0.032743796706199646,0.0005462723396097621
d n,0.014531144351665855,0.0038411424180690473
"gs,",0.04328140434806889,0.002548096756286481
 Ox,0.07873013466596604,0.0
zre,0.002463518176227808,0.0004957678029313684
gej,0.010032668593339622,0.0
Eri,0.009265839917953688,0.13059939132941947
86 ,0.004844029666855931,0.0
! K,0.03674286187208277,0.006391926031863811
bät,0.0,0.06816695928573609
ezu,0.025495783896868997,0.0032515326448622236
mpc,0.010133906081318856,0.0
dea,0.024664971684355157,0.0033692462952569172
utt,0.02573240381267916,0.005829515882510086
"um,",0.040963817693966814,0.0021511973850020364
– –,0.0018630048164373471,0.017061397144182897
ksq,0.0,0.0
öpp,0.0,0.0
 äu,0.01958412607794872,0.005477914097733852
gia,0.0046316566211836675,0.0036784673907927106
h »,0.0012107639174376214,0.011877150407859258
Ket,0.046820869707377054,0.002824332424027559
"hm,",0.09251998401206969,0.0025049745244209005
 Kr,0.020614328173429675,0.0034557204879733217
lad,0.028364296855075875,0.006723165109797695
Seh,0.01542362644195508,0.013778679402989906
möd,0.008422628404599997,0.00752382813131108
›Du,0.0040668301517143846,0.009543216321617365
sri,0.030399299391622964,0.008380542538967953
bé;,0.0,0.0
zwö,0.010343650805710543,0.007355477658954139
hla,0.012316011387838263,0.003274455134374237
"""li",0.0,0.0
rva,0.01243705581216472,0.01293883390814787
r z,0.014914178850246908,0.023239420954981507
ovi,0.04542238181755972,0.019684976533267843
wah,0.017882336135391114,0.007089582593831024
r-M,0.019296307349577546,0.0005555123622928347
usl,0.016407091430490454,0.001082954661161575
wut,0.0,0.03777149650785658
mör,0.012493214624769548,0.0
erp,0.010287432871433801,0.025546099602096004
ügs,0.012589559372928407,0.0003778417594730854
ch;,0.006749103914656077,0.003606903706953678
o S,0.05481536649167538,9.5711910398677e-05
es«,0.03391808979213238,0.0006583664362551644
t O,0.03607278241155048,0.0001480682985857129
800,0.0,0.0
lo;,0.0005187742644920945,0.0
(De,0.0006731975978861252,0.15684735029935837
168,0.004577099438756704,0.0
Anv,0.03673671558499336,0.022409592444698017
v v,0.00810383061050541,0.0
lbf,0.0,0.0
og',0.07388700793186824,0.0
quä,0.03074166440222013,0.0008547958651823657
at),0.0,0.0
wül,0.008623799882256068,0.00013313402618783025
dse,0.013311740715835185,0.0021207164390943944
lja,0.011565570164328584,0.005249475487149679
; a,0.004654069436270379,0.003070599738147378
bna,0.011623252133306648,0.004035796970129013
ofo,0.014473368835442283,0.0012394144451196127
äße,0.03153697312587783,0.01177023524152381
»qu,0.018436364829540253,0.0
abq,0.0,0.0
»Wu,0.015370714119993724,0.0018705552300581564
För,0.0,0.009804287304480871
ttm,0.0,0.0
« h,0.007572802076382296,0.0014376101566345564
 13,0.0021645218133926392,0.02807622402906418
le.,0.001835098758370565,0.024692387141755697
g K,0.00576853110626536,0.0019347926258648698
t c,0.008729733526706696,0.0
erx,0.00798080861568451,0.0015341935213655233
ia.,0.0032606072102983794,0.11305579543113708
Sur,0.06933236122131348,0.08353697260220845
ded,0.010035038214961165,0.008268766497310839
adi,0.03930706431141548,0.005931867799198811
 ›ü,0.0,0.0
Web,0.0,0.09335301518440246
ilü,0.0,0.0
p!«,0.00041816810531040223,0.0
'Au,0.03977077081799507,0.0
I g,0.0,0.0
lsp,0.006714438327916843,0.030000483819950366
", »",0.06630729439007933,0.007684786982166095
d.‹,0.04713415106137594,0.028506523619095486
ag«,0.0,0.0
el),0.0,0.0
pfl,0.01884327807499339,0.013794481005159188
Bev,0.002710045754121473,0.00043702501660356153
uig,0.006824229193692345,0.002270305688243087
Erk,0.019155523654042775,0.00712265035362689
s k,0.02031283127382411,0.00933603238269845
en:,0.006810174291894301,0.00504545893518678
erl,0.019951415196580512,0.01103649791982444
ull,0.018218032864702714,0.011455323414977741
›üb,0.0,0.0
 Ca,0.01897380151964171,0.005649210214614868
29 ,0.0,0.0
ll?,0.00906975302272118,0.00028115099009412987
? z,0.034442403415596345,0.028842904915412266
ßse,0.0,0.0
äml,0.00705192726381623,0.006499184040152125
 X.,0.0,0.0
s-K,0.0,0.0
Fil,0.04168837578617968,6.313901394605637e-06
eat,0.017618400405398478,0.0002855460031651983
"eo,",0.07089885324239731,0.0
ja?,0.0,0.0
aok,0.07286932319402695,0.0
üm.,0.0,0.0
teo,0.0,0.0
Kok,0.009044000506401062,0.0
i t,0.008647525921167637,0.00472123527222059
": ,",0.0332027792930603,0.002841496467590332
ibp,0.0,0.0
spü,0.014009480138442346,0.09065422454316702
Nas,0.02541236741037326,0.003091638315341465
x' ,0.0,0.0
